Time (seconds),Turbidity Level,Water Level
92.7552239894867,1344,506
93.25890278816223,1349,483
93.66224431991577,1340,471
94.16582250595093,1337,459
94.56838917732239,1306,459
94.97366166114807,959,532
95.47793698310852,843,502
95.88154602050781,1435,633
96.38550043106079,1617,535
96.80737566947937,1595,489
97.30999660491943,1577,472
97.71449708938599,1576,525
98.21858930587769,1582,467
98.62223768234253,1581,473
99.024906873703,1565,456
99.52793908119202,1553,453
99.9330506324768,1580,443
100.43613409996033,1579,445
100.84096837043762,1581,467
101.3441514968872,1587,447
101.74669551849365,1587,441
102.24990010261536,1554,472
102.65334796905518,1545,457
103.1580605506897,1561,469
103.56315541267395,1576,463
104.0685670375824,1577,462
104.47132444381714,1581,456
104.87485885620117,1583,455
105.37861514091492,1578,476
105.78400444984436,1560,485
106.29269862174988,1581,469
106.69427990913391,1580,471
107.19858121871948,1580,469
107.60327410697937,1578,521
108.1062376499176,1566,483
108.51039361953735,1587,473
109.01338744163513,1593,488
109.41684913635254,1576,485
109.82233715057373,1593,472
110.32643127441406,1604,479
110.72940063476562,1593,484
111.23344111442566,1635,498
111.63633465766907,1294,490
112.14009475708008,1308,483
112.54457926750183,1310,518
113.0475845336914,1310,509
113.45050048828125,1308,493
113.95406126976013,1305,489
114.35706162452698,1307,492
114.86038947105408,1305,505
115.26397061347961,1303,492
115.76751470565796,1303,505
116.1696367263794,1301,559
116.57377409934998,1301,538
116.87690496444702,1299,526
117.27968096733093,1301,523
117.5827271938324,1299,525
117.98534917831421,1299,527
118.38828015327454,1301,529
118.69228434562683,1299,536
119.09601378440857,1297,535
119.39923930168152,1294,535
119.80373048782349,1292,532
120.10665273666382,1291,526
120.51060771942139,1289,532
120.91274166107178,1285,535
121.21604251861572,1276,532
121.61892580986023,1211,532
121.92213273048401,1042,533
122.3244903087616,727,535
122.62737154960632,1111,535
123.03160953521729,1683,536
123.43507218360901,1599,539
123.74788761138916,1611,533
124.15193033218384,1609,531
124.455326795578,1611,535
124.85785174369812,1603,537
125.16071009635925,1580,539
125.56462717056274,1605,538
125.86706829071045,1619,539
126.27020335197449,1609,539
126.67375040054321,1609,537
126.97625875473022,1611,535
127.37977313995361,1599,537
127.68272995948792,1595,536
128.08625316619873,1603,536
128.38792490959167,1605,537
128.79318141937256,1597,537
129.19677805900574,1593,535
129.5013780593872,1597,537
129.9044885635376,1587,533
130.2066969871521,1595,541
130.6093761920929,1597,547
130.91326928138733,1591,555
131.31652665138245,1595,557
131.7190079689026,1591,557
132.02488827705383,1595,560
132.42955565452576,1597,558
132.73268628120422,1593,556
133.13484120368958,1577,560
133.43775010108948,1591,553
133.8418424129486,1587,553
134.14513897895813,1594,551
134.54822301864624,1609,557
134.9521427154541,1599,557
135.2551350593567,1557,552
135.65855407714844,1597,558
135.9622323513031,1579,563
136.3648796081543,1613,557
136.66696166992188,1615,563
137.07224321365356,1612,563
137.47627902030945,1612,559
137.77990818023682,1604,561
138.18335795402527,802,565
138.4863600730896,1349,560
138.88947916030884,1327,559
139.19227361679077,1319,552
139.5956220626831,1321,557
139.99725770950317,1317,558
140.2997100353241,1317,555
140.70322132110596,1309,549
141.00753903388977,1311,555
141.41213488578796,1310,547
141.71441793441772,1308,548
142.11894750595093,1308,541
142.42165803909302,1307,539
142.8268871307373,1305,534
143.23026514053345,1306,531
143.53229761123657,1306,531
143.93578052520752,1307,507
144.23871159553528,1307,506
144.64216327667236,1305,508
144.94430375099182,1307,511
145.3484799861908,1307,506
145.75085306167603,1308,507
146.0552568435669,1309,508
146.45929765701294,1307,503
146.76241207122803,1308,505
147.18027091026306,1307,500
147.4821810722351,1303,507
147.88673901557922,1301,499
148.18930387496948,1302,489
148.59357738494873,1279,493
148.99705171585083,1247,492
149.29962944984436,924,488
149.7034740447998,722,489
150.0056962966919,1256,489
150.4089753627777,1643,484
150.71207785606384,1597,478
151.11757636070251,1598,474
151.43192338943481,1596,476
151.85420680046082,1591,470
152.1571924686432,1593,471
152.56402111053467,1583,469
152.87262630462646,1588,467
153.3054437637329,1589,460
153.61059403419495,1576,459
154.0217514038086,1590,456
154.3238251209259,1583,455
154.7270393371582,1596,455
155.0298089981079,1590,456
155.43253779411316,1591,455
155.8351137638092,1581,447
156.13823628425598,1583,447
156.54263520240784,1591,454
156.8458149433136,1592,444
157.2498517036438,1594,436
157.55234026908875,1595,441
157.9543285369873,1593,440
158.35833930969238,1591,439
158.6601424217224,1589,441
159.06317687034607,1592,439
159.36741852760315,1591,438
159.77066826820374,1593,431
160.09120917320251,1593,435
160.49523186683655,1595,436
160.7993860244751,1595,439
161.20333981513977,1591,437
161.5058090686798,1588,440
161.90918278694153,1581,435
162.3140630722046,1596,435
162.61756777763367,1591,435
163.02061295509338,1589,427
163.3229465484619,1591,429
163.72666120529175,1588,428
164.0293869972229,1591,427
164.43317222595215,1571,425
164.83555483818054,1582,427
165.1387164592743,1587,423
165.54203820228577,1581,421
165.84480381011963,1675,415
166.2487211227417,1275,419
166.5510070323944,1327,419
166.95570278167725,1331,423
167.25889015197754,1327,411
167.66260075569153,1325,407
168.06551933288574,1323,408
168.36929845809937,1319,405
168.77324318885803,1319,404
169.07636713981628,1317,408
169.4796576499939,1317,405
169.7824354171753,1315,398
170.1851770877838,1311,395
170.58931398391724,1315,378
170.8924217224121,1311,371
171.29543137550354,1311,361
171.59783411026,1311,359
171.99963307380676,1310,357
172.3031828403473,1311,356
172.7082438468933,1309,351
173.11239862442017,1311,355
173.4157259464264,1307,347
173.8183045387268,1307,345
174.12075471878052,1303,346
174.5239748954773,1304,345
174.82692217826843,1303,338
175.22967791557312,1303,339
175.63460040092468,1302,339
175.93692469596863,1303,338
176.34088039398193,1301,335
176.64318180084229,1293,334
177.04604721069336,1287,333
177.34816360473633,1117,331
177.75281953811646,888,331
178.15656280517578,547,333
178.45806765556335,1653,330
178.86234283447266,1660,335
179.16571402549744,1609,328
179.56842803955078,1609,328
179.8712306022644,1619,327
180.2749216556549,1609,329
180.5794701576233,1605,325
180.98177075386047,1605,317
181.38483595848083,1611,317
181.6874077320099,1613,316
182.09134650230408,1609,314
182.3939745426178,1599,315
182.7968888282776,1611,311
183.10052132606506,1615,309
183.51939582824707,1613,309
183.8228940963745,1608,309
184.22625184059143,1613,307
184.6296672821045,1611,303
184.93210625648499,1612,303
185.3365364074707,1611,299
185.63918805122375,1613,299
186.04286217689514,1615,297
186.34686279296875,1612,299
186.74950242042542,1597,299
187.15339493751526,1620,297
187.45514941215515,1611,301
187.85877394676208,1612,297
188.16036581993103,1609,294
188.56474995613098,1607,295
188.86721801757812,1607,295
189.27040481567383,1608,297
189.67459893226624,1606,287
189.97883343696594,1608,296
190.3833041191101,1607,293
190.6864230632782,1604,295
191.13530111312866,1606,293
191.43843412399292,1609,293
191.7413911819458,1605,287
192.14330673217773,1611,293
192.5469889640808,1609,285
192.8485062122345,1612,291
193.25438976287842,1610,293
193.55828857421875,1609,293
193.96119451522827,1613,287
194.26331639289856,1613,284
194.66696071624756,1607,286
195.06943798065186,1609,290
195.373122215271,1618,285
195.77628588676453,1199,298
196.07961773872375,1337,299
196.48384809494019,1325,295
196.78627729415894,1325,294
197.19017481803894,1327,292
197.5943410396576,1333,295
197.8974084854126,1331,295
198.3019187450409,1328,295
198.6032853126526,1325,293
199.0068061351776,1325,293
199.30939149856567,1323,295
199.71276187896729,1322,287
200.11554884910583,1320,293
200.41771364212036,1321,292
200.8212058544159,1321,291
201.1235134601593,1320,285
201.5259187221527,1317,287
201.82772660255432,1318,287
202.22983169555664,1317,291
202.63290429115295,1316,293
202.9349901676178,1315,284
203.33780765533447,1312,291
203.6389639377594,1311,288
204.04364204406738,1308,288
204.3447449207306,1306,286
204.74812650680542,1304,287
205.1512486934662,1303,287
205.45378017425537,1305,287
205.8568229675293,1302,283
206.1584656238556,1301,286
206.56206917762756,1307,285
206.86463522911072,1303,287
207.2702398300171,1293,292
207.67392587661743,1215,285
207.97608637809753,941,284
208.37857675552368,836,278
208.6812722682953,805,277
209.08316135406494,1718,271
209.38631296157837,1627,273
209.78858733177185,1607,277
210.19259214401245,1603,276
210.4942638874054,1609,277
210.8973410129547,1607,271
211.19958591461182,1608,269
211.6026840209961,1607,271
211.90593028068542,1599,270
212.30921578407288,1603,279
212.71255803108215,1599,264
213.01431393623352,1597,274
213.4183452129364,1598,271
213.72045278549194,1599,268
214.05757880210876,1603,271
214.45875430107117,1606,272
214.86223697662354,1597,275
215.16483354568481,1595,271
215.56910967826843,1597,271
215.87090611457825,1605,274
216.27541065216064,1599,276
216.57731175422668,1604,276
216.97967290878296,1607,279
217.3834366798401,1607,277
217.68625402450562,1598,280
218.088360786438,1599,281
218.39127707481384,1598,285
218.7950098514557,1597,288
219.09711027145386,1604,285
219.50433564186096,1595,284
219.90767860412598,1605,285
220.21142625808716,1607,286
220.61461853981018,1608,284
220.91794610023499,1609,287
221.32283210754395,1599,285
221.64278841018677,1603,287
222.045392036438,1603,283
222.34783244132996,1595,281
222.7499520778656,1593,286
223.15356349945068,1599,282
223.45619559288025,1603,283
223.8591001033783,1597,285
224.16089463233948,1593,285
224.56407928466797,1603,283
224.86628079414368,1606,283
225.2693247795105,1599,279
225.67352199554443,1594,284
225.97686958312988,1560,283
226.3786187171936,1603,261
226.68231844902039,1615,236
227.0860538482666,998,237
227.38811492919922,1337,234
227.79168176651,1368,230
228.1958613395691,1353,221
228.49856877326965,1343,225
228.9025056362152,1337,225
229.21218490600586,1337,218
229.61485981941223,1335,222
229.9173402786255,1334,224
230.3206181526184,1333,222
230.6239833831787,1333,220
231.02743673324585,1332,216
231.430823802948,1327,211
231.73359537124634,1331,214
232.1421308517456,1327,216
232.4448857307434,1327,217
232.84832572937012,1325,207
233.15128779411316,1331,208
233.55507707595825,1327,210
233.85789799690247,1326,213
234.26076912879944,1325,212
234.66401553153992,1328,210
234.96621990203857,1326,206
235.370370388031,1326,211
235.68630814552307,1325,213
236.1081886291504,1322,210
236.41202926635742,1320,207
236.81984663009644,1317,206
237.16791558265686,1319,206
237.47310042381287,1315,202
237.87753105163574,1311,199
238.19327354431152,1311,199
238.67052745819092,1317,191
238.9082658290863,1306,201
239.3729076385498,1299,204
239.69896173477173,1122,197
240.0034203529358,927,202
240.41271662712097,867,198
240.78739309310913,843,191
241.11149287223816,1707,201
241.46176671981812,1677,199
241.7866780757904,1637,199
242.19488048553467,1629,199
242.49839806556702,1629,199
242.93496561050415,1627,200
243.3408806324005,1629,189
243.71587705612183,1627,196
244.02175307273865,1634,191
244.32477235794067,1626,191
244.73794174194336,1629,190
245.0423424243927,1633,201
245.45088815689087,1630,192
245.75284934043884,1627,191
246.16494345664978,1627,203
246.4703106880188,1627,196
246.87627935409546,1625,191
247.17930150032043,1618,191
247.5824806690216,1621,189
247.9858798980713,1623,191
248.28993940353394,1621,186
248.69298338890076,1621,188
248.996924161911,1615,186
249.40051555633545,1620,185
249.70462107658386,1623,190
250.10930466651917,1621,185
250.51531219482422,1621,187
250.81805562973022,1620,183
251.22123408317566,1622,185
251.52465844154358,1619,183
251.93304014205933,1623,181
252.2373321056366,1619,187
252.64133715629578,1622,200
252.9447512626648,1617,182
253.34776663780212,1620,201
253.75243401527405,1620,186
254.0560965538025,1625,186
254.46450424194336,1619,188
254.76766681671143,1620,185
255.17132997512817,1619,181
255.4754617214203,1619,187
255.87916088104248,1621,184
256.1818001270294,1621,183
256.5861282348633,1624,184
256.9904627799988,1622,185
257.2934904098511,1619,183
257.69658041000366,1620,185
258.0018925666809,1623,181
258.4058723449707,1621,185
258.7094428539276,1618,184
259.11304664611816,1623,187
259.4179859161377,1623,183
259.82165336608887,1622,180
260.15215492248535,1625,183
260.55565309524536,1623,185
260.8593318462372,1624,185
261.2616367340088,909,173
261.66552090644836,1343,185
261.9682059288025,1343,187
262.37322974205017,1341,179
262.67591667175293,1341,186
263.07792115211487,1340,181
263.38067173957825,1340,183
263.7846329212189,1340,179
264.18822407722473,1339,180
264.5049228668213,1339,183
264.9100408554077,1337,183
265.2142481803894,1338,182
265.55179834365845,1337,183
265.9605622291565,1335,192
266.26522397994995,1338,183
266.69505977630615,1337,179
266.9995288848877,1335,175
267.4031822681427,1335,183
267.71771907806396,1335,183
268.1218569278717,1335,181
268.42536306381226,1333,175
268.8288908004761,1333,182
269.23238921165466,1335,181
269.5357232093811,1334,179
269.9414210319519,1332,184
270.2452998161316,1331,182
270.64927077293396,1331,175
270.95271468162537,1331,184
271.3556697368622,1327,175
271.6594398021698,1325,182
272.06452322006226,1325,179
272.467485666275,1323,179
272.7703936100006,1323,176
273.17487239837646,1323,175
273.4775710105896,1322,175
273.882052898407,1321,175
274.185907125473,1323,171
274.5883412361145,1309,179
274.99223017692566,1307,175
275.3228266239166,1291,176
275.62555050849915,1122,173
276.0291347503662,971,173
276.33638191223145,889,171
276.74688720703125,796,171
277.1507227420807,965,179
277.4549343585968,1715,168
277.85933232307434,1710,169
278.16356897354126,1646,171
278.5674741268158,1641,171
278.8703553676605,1631,163
279.27372908592224,1635,159
279.57663917541504,1625,169
279.98842000961304,1630,165
280.39198064804077,1629,164
280.69517278671265,1635,167
281.0987620353699,1635,159
281.4026358127594,1623,157
281.8060522079468,1597,155
282.1092917919159,1627,154
282.51123428344727,1629,154
282.91572093963623,1627,153
283.22365260124207,1626,153
283.62705183029175,1625,153
283.9291076660156,1625,152
284.3392286300659,1625,153
284.64178490638733,1625,149
285.0464577674866,1631,155
285.35080122947693,1628,151
285.75394797325134,1627,151
286.05848479270935,1625,149
286.46426010131836,1634,156
286.8687798976898,1623,154
287.1714677810669,1623,152
287.5763144493103,1624,149
287.8804862499237,1619,150
288.28350472450256,1619,147
288.5874547958374,1619,147
288.9918055534363,1620,145
289.29877734184265,1626,145
289.7009165287018,1627,150
290.10504245758057,1625,151
290.4093735218048,1631,143
290.812495470047,1625,151
291.1651794910431,1627,151
291.46795654296875,1627,151
291.8722541332245,1627,146
292.27536058425903,1624,151
292.5786871910095,1627,147
292.98228693008423,1629,149
293.28527903556824,1623,149
293.68773126602173,1625,148
293.99200439453125,1624,148
294.3947811126709,1624,143
294.69637060165405,1623,147
295.10082364082336,1619,141
295.50498127937317,1622,141
295.8081979751587,1615,149
296.21143674850464,1620,149
296.5141806602478,1619,147
296.91814064979553,1619,145
297.2209086418152,1617,141
297.6246647834778,1619,145
298.053493976593,1621,139
298.3553681373596,1627,147
298.6593463420868,1624,139
299.06379795074463,1623,147
299.4688079357147,1566,141
299.77171897888184,1606,147
300.17492294311523,1619,136
300.47718930244446,1613,145
300.8797450065613,1613,141
301.18261432647705,1615,140
301.58614444732666,947,147
301.9928457736969,1343,143
302.2970402240753,1352,169
302.7009551525116,1353,137
303.0038607120514,1349,139
303.40615487098694,1341,139
303.71002173423767,1341,138
304.11308455467224,1340,151
304.4257390499115,1340,143
304.82983446121216,1338,139
305.2330958843231,1337,143
305.5357024669647,1336,141
305.93865728378296,1336,137
306.2407433986664,1337,137
306.6447288990021,1336,157
306.9486229419708,1335,141
307.3531422615051,1336,143
307.65523767471313,1334,139
308.05827355384827,1335,143
308.46183609962463,1333,141
308.7634859085083,1335,141
309.1670525074005,1333,139
309.4693145751953,1335,142
309.87395000457764,1333,119
310.17678689956665,1333,141
310.5851671695709,1333,178
310.9877073764801,1332,135
311.2904534339905,1328,133
311.6236004829407,1327,139
312.02659702301025,1327,160
312.4310336112976,1325,141
312.73303604125977,1325,164
313.1366436481476,1324,137
313.4401788711548,1319,139
313.84393548965454,1323,140
314.1460049152374,1323,137
314.54972553253174,1323,137
314.9532268047333,1321,136
315.25508737564087,1320,168
315.65968465805054,1319,141
315.9638497829437,1319,135
316.366103887558,1319,141
316.669536113739,1317,139
317.0722768306732,1317,136
317.3758020401001,1324,137
317.77949237823486,1321,136
318.18376064300537,1317,137
318.486225605011,1311,139
318.9034934043884,1302,136
319.2064516544342,1305,139
319.60865902900696,1199,139
319.9145441055298,1017,142
320.31857228279114,926,137
320.62113428115845,901,172
321.02558422088623,849,138
321.4300129413605,752,139
321.732693195343,851,141
322.13593339920044,1614,140
322.4393353462219,1751,147
322.8462829589844,1689,147
323.1500029563904,1656,143
323.55264592170715,1638,121
323.85680103302,1637,138
324.2595055103302,1624,141
324.66208243370056,1619,147
324.9654550552368,1629,143
325.37053751945496,1627,141
325.6726620197296,1629,141
326.07703733444214,1629,144
326.3921871185303,1627,145
326.7967960834503,1629,141
327.09978890419006,1630,137
327.50451827049255,1629,140
327.90853905677795,1628,141
328.21292448043823,1624,139
328.6197474002838,1625,111
328.9245140552521,1625,143
329.329062461853,1627,139
329.6315932273865,1625,142
330.0368962287903,1625,151
330.3410003185272,1623,139
330.74414014816284,1617,201
331.1483738422394,1622,143
